invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,VAT,total,date,time,payment_method,cogs,gross_margin_percentage,gross_income,rating,time_of_day,day_name,month_name,review
307-04-2070,A,Yangon,Member,Female,Fashion accessories,30.62,1,1.531,32.15,2019-02-05,14:14:00,Credit card,30.62,4.761904716,1.531,4.1,Afternoon,Tuesday,February,Better
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.04,2019-01-25,15:54:00,Cash,240.04,4.761904716,12.002,4.5,Afternoon,Friday,January,Better
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09,1,0.6045,12.69,2019-01-26,18:19:00,Credit card,12.09,4.761904716,0.6045,8.2,Evening,Saturday,January,Best
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,2019-03-09,12:45:00,Credit card,522.6,4.761904716,26.13,6.2,Afternoon,Saturday,March,Good
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,2019-02-25,17:16:00,Credit card,292.2,4.761904716,14.61,4.9,Evening,Monday,February,Better
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,13.5675,284.92,2019-03-13,14:16:00,Ewallet,271.35,4.761904716,13.5675,4.6,Afternoon,Wednesday,March,Better
316-66-3011,A,Yangon,Member,Female,Food and beverages,47.63,9,21.4335,450.1,2019-01-23,12:35:00,Cash,428.67,4.761904716,21.4335,5.0,Afternoon,Wednesday,January,Better
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.36,2019-01-21,10:00:00,Cash,72.72,4.761904716,3.636,7.1,Morning,Monday,January,Good
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1,1.5305,32.14,2019-01-23,12:20:00,Ewallet,30.61,4.761904716,1.5305,5.2,Afternoon,Wednesday,January,Good
319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,3,14.196,298.12,2019-02-21,16:55:00,Cash,283.92,4.761904716,14.196,5.5,Evening,Thursday,February,Good
324-92-3863,A,Yangon,Member,Male,Electronic accessories,20.89,2,2.089,43.87,2019-02-05,18:45:00,Cash,41.78,4.761904716,2.089,9.8,Evening,Tuesday,February,Best
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,45.325,951.83,2019-03-08,10:53:00,Ewallet,906.5,4.761904716,45.325,7.3,Morning,Friday,March,Good
325-89-4209,A,Yangon,Member,Male,Food and beverages,87.9,1,4.395,92.3,2019-02-05,19:42:00,Ewallet,87.9,4.761904716,4.395,6.7,Evening,Tuesday,February,Good
329-62-1586,A,Yangon,Normal,Male,Food and beverages,54.67,3,8.2005,172.21,2019-01-21,18:00:00,Credit card,164.01,4.761904716,8.2005,8.6,Evening,Monday,January,Best
333-23-2632,A,Yangon,Member,Male,Health and beauty,10.08,7,3.528,74.09,2019-03-28,20:14:00,Cash,70.56,4.761904716,3.528,4.2,Evening,Thursday,March,Better
334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.32,2,7.032,147.67,2019-03-24,14:22:00,Ewallet,140.64,4.761904716,7.032,9.6,Afternoon,Sunday,March,Best
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4,8.01,168.21,2019-01-25,11:40:00,Cash,160.2,4.761904716,8.01,9.7,Morning,Friday,January,Best
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,7.272,152.71,2019-03-25,13:07:00,Cash,145.44,4.761904716,7.272,7.6,Afternoon,Monday,March,Good
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.197,214.14,2019-03-08,15:37:00,Credit card,203.94,4.761904716,10.197,7.7,Afternoon,Friday,March,Good
347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,65.82,1,3.291,69.11,2019-02-22,15:33:00,Cash,65.82,4.761904716,3.291,4.1,Afternoon,Friday,February,Better
354-39-5160,A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.326,216.85,2019-02-18,15:39:00,Cash,206.52,4.761904716,10.326,9.8,Afternoon,Monday,February,Best
355-53-5943,A,Yangon,Member,Female,Electronic accessories,68.84,6,20.652,433.69,2019-02-25,14:36:00,Ewallet,413.04,4.761904716,20.652,5.8,Afternoon,Monday,February,Good
361-85-2571,A,Yangon,Normal,Female,Sports and travel,89.48,5,22.37,469.77,2019-03-30,10:18:00,Cash,447.4,4.761904716,22.37,7.4,Morning,Saturday,March,Good
365-64-0515,A,Yangon,Normal,Female,Electronic accessories,46.95,5,11.7375,246.49,2019-02-12,10:25:00,Ewallet,234.75,4.761904716,11.7375,7.1,Morning,Tuesday,February,Good
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1,3.3175,69.67,2019-01-31,10:46:00,Credit card,66.35,4.761904716,3.3175,9.7,Morning,Thursday,January,Best
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,96.14,2019-02-15,18:03:00,Ewallet,91.56,4.761904716,4.578,9.8,Evening,Friday,February,Best
373-14-0504,A,Yangon,Member,Female,Sports and travel,71.63,2,7.163,150.42,2019-02-12,14:33:00,Ewallet,143.26,4.761904716,7.163,8.8,Afternoon,Tuesday,February,Best
373-73-7910,A,Yangon,Normal,Male,Sports and travel,86.31,7,30.2085,634.38,2019-02-08,10:37:00,Ewallet,604.17,4.761904716,30.2085,5.3,Morning,Friday,February,Good
380-60-5336,A,Yangon,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,2019-02-24,18:06:00,Credit card,402.6,4.761904716,20.13,5.0,Evening,Sunday,February,Better
381-20-0914,A,Yangon,Member,Female,Fashion accessories,20.01,9,9.0045,189.09,2019-01-12,15:48:00,Credit card,180.09,4.761904716,9.0045,5.7,Afternoon,Saturday,January,Good
382-03-4532,A,Yangon,Member,Female,Health and beauty,18.33,1,0.9165,19.25,2019-02-02,18:50:00,Cash,18.33,4.761904716,0.9165,4.3,Evening,Saturday,February,Better
384-59-6655,A,Yangon,Member,Female,Food and beverages,98.66,9,44.397,932.34,2019-02-19,15:07:00,Cash,887.94,4.761904716,44.397,8.4,Afternoon,Tuesday,February,Best
397-25-8725,A,Yangon,Member,Female,Health and beauty,39.62,9,17.829,374.41,2019-01-13,17:54:00,Credit card,356.58,4.761904716,17.829,6.8,Evening,Sunday,January,Good
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.07,1,3.7035,77.77,2019-02-10,12:50:00,Ewallet,74.07,4.761904716,3.7035,9.9,Afternoon,Sunday,February,Best
404-91-5964,A,Yangon,Normal,Male,Electronic accessories,74.58,7,26.103,548.16,2019-02-04,16:09:00,Credit card,522.06,4.761904716,26.103,9.0,Evening,Monday,February,Best
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10,21.565,452.87,2019-02-02,18:31:00,Credit card,431.3,4.761904716,21.565,5.5,Evening,Saturday,February,Good
406-46-7107,A,Yangon,Normal,Female,Home and lifestyle,96.52,6,28.956,608.08,2019-01-11,11:52:00,Cash,579.12,4.761904716,28.956,4.5,Morning,Friday,January,Better
407-63-8975,A,Yangon,Normal,Male,Food and beverages,73.88,6,22.164,465.44,2019-03-23,19:16:00,Ewallet,443.28,4.761904716,22.164,4.4,Evening,Saturday,March,Better
409-33-9708,A,Yangon,Normal,Female,Fashion accessories,98.48,2,9.848,206.81,2019-02-19,10:12:00,Ewallet,196.96,4.761904716,9.848,9.2,Morning,Tuesday,February,Best
410-67-1709,A,Yangon,Member,Female,Fashion accessories,63.88,8,25.552,536.59,2019-01-20,17:48:00,Ewallet,511.04,4.761904716,25.552,9.9,Evening,Sunday,January,Best
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,2019-03-26,20:14:00,Ewallet,505.4,4.761904716,25.27,4.3,Evening,Tuesday,March,Better
416-17-9926,A,Yangon,Member,Female,Electronic accessories,74.22,10,37.11,779.31,2019-01-01,14:42:00,Credit card,742.2,4.761904716,37.11,4.3,Afternoon,Tuesday,January,Better
420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8,20.608,432.77,2019-02-02,15:47:00,Cash,412.16,4.761904716,20.608,9.6,Afternoon,Saturday,February,Best
420-97-3340,A,Yangon,Normal,Female,Food and beverages,71.68,3,10.752,225.79,2019-03-28,15:30:00,Credit card,215.04,4.761904716,10.752,9.2,Afternoon,Thursday,March,Best
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,28.96,1,1.448,30.41,2019-02-07,10:18:00,Credit card,28.96,4.761904716,1.448,6.2,Morning,Thursday,February,Good
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.22,2019-01-03,16:47:00,Credit card,335.45,4.761904716,16.7725,9.1,Evening,Thursday,January,Best
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,6.9975,146.95,2019-03-07,13:12:00,Cash,139.95,4.761904716,6.9975,5.0,Afternoon,Thursday,March,Better
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,697.37,2019-02-03,14:38:00,Cash,664.16,4.761904716,33.208,4.2,Afternoon,Sunday,February,Better
435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8,34.672,728.11,2019-01-24,18:04:00,Credit card,693.44,4.761904716,34.672,7.2,Evening,Thursday,January,Good
436-54-4512,A,Yangon,Member,Female,Food and beverages,91.61,1,4.5805,96.19,2019-03-20,19:44:00,Cash,91.61,4.761904716,4.5805,9.8,Evening,Wednesday,March,Best
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,215.0,2019-03-18,17:15:00,Credit card,204.76,4.761904716,10.238,4.7,Evening,Monday,March,Better
441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,75.55,2019-02-04,12:14:00,Cash,71.95,4.761904716,3.5975,7.3,Afternoon,Monday,February,Good
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,2.348,49.31,2019-03-14,11:21:00,Credit card,46.96,4.761904716,2.348,7.9,Morning,Thursday,March,Good
443-59-0061,A,Yangon,Member,Male,Food and beverages,67.45,10,33.725,708.23,2019-02-03,11:25:00,Ewallet,674.5,4.761904716,33.725,4.2,Morning,Sunday,February,Better
443-82-0585,A,Yangon,Member,Female,Health and beauty,77.68,4,15.536,326.26,2019-02-01,19:54:00,Cash,310.72,4.761904716,15.536,8.4,Evening,Friday,February,Best
445-30-9252,A,Yangon,Normal,Male,Sports and travel,25.7,3,3.855,80.96,2019-01-17,17:59:00,Ewallet,77.1,4.761904716,3.855,6.1,Evening,Thursday,January,Good
447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10,11.12,233.52,2019-02-09,11:00:00,Cash,222.4,4.761904716,11.12,4.2,Morning,Saturday,February,Better
448-61-3783,A,Yangon,Normal,Female,Electronic accessories,90.02,8,36.008,756.17,2019-03-21,16:08:00,Credit card,720.16,4.761904716,36.008,4.5,Evening,Thursday,March,Better
448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2,5.977,125.52,2019-03-11,12:01:00,Credit card,119.54,4.761904716,5.977,5.8,Afternoon,Monday,March,Good
449-16-6770,A,Yangon,Normal,Male,Health and beauty,50.79,5,12.6975,266.65,2019-02-19,14:53:00,Credit card,253.95,4.761904716,12.6975,5.3,Afternoon,Tuesday,February,Good
453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,93.12,8,37.248,782.21,2019-02-07,10:09:00,Cash,744.96,4.761904716,37.248,6.8,Morning,Thursday,February,Good
459-45-2396,A,Yangon,Member,Female,Food and beverages,99.6,3,14.94,313.74,2019-02-25,18:45:00,Cash,298.8,4.761904716,14.94,5.8,Evening,Monday,February,Good
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,7.038,147.8,2019-01-13,19:14:00,Ewallet,140.76,4.761904716,7.038,6.4,Evening,Sunday,January,Good
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.602,96.64,2019-01-22,11:00:00,Ewallet,92.04,4.761904716,4.602,9.1,Morning,Tuesday,January,Best
460-93-5834,A,Yangon,Normal,Male,Sports and travel,45.58,7,15.953,335.01,2019-01-13,10:03:00,Cash,319.06,4.761904716,15.953,5.0,Morning,Sunday,January,Better
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,461.29,2019-01-21,17:44:00,Cash,439.32,4.761904716,21.966,7.2,Evening,Monday,January,Good
